id_sessao,data_acesso,id_lead,utm_source,utm_medium,utm_campaign,custo_clique,converteu,receita_gerada
S-109351,2025-02-03 20:00:00,,meta,ads,ai_launch,1.66,Nao,0.0
S-109352,2025-06-29 14:00:00,,google,cpc,search_brand,1.79,Nao,0.0
S-109353,2025-04-29 09:00:00,,meta,ads,ai_launch,1.31,Nao,0.0
S-109354,2025-04-20 09:00:00,,instagram,ads,retargeting_v1,1.03,Nao,0.0
S-109355,2025-02-22 07:00:00,,FB,ads,ai_launch,1.93,Nao,0.0
S-109356,2025-08-04 16:00:00,,TikTok,cpc,viral_trend,1.05,Nao,0.0
S-109357,2025-12-07 04:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109358,2025-04-08 04:00:00,,Google,cpc,search_brand,2.12,Nao,0.0
S-109359,2025-11-27 10:00:00,,GOOGLE,cpc,search_brand,2.34,Nao,0.0
S-109360,2025-05-20 01:00:00,L-2154,google,cpc,search_brand,2.1,Nao,0.0
S-109361,2025-03-19 01:00:00,,tiktok,cpc,viral_trend,0.58,Nao,0.0
S-109362,2025-09-25 05:00:00,,tiktok,cpc,viral_trend,0.76,Nao,0.0
S-109363,2025-10-26 20:00:00,L-8840,Google,cpc,search_brand,2.16,Nao,0.0
S-109364,2026-01-17 01:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109365,2025-02-04 21:00:00,, google,cpc,search_brand,2.06,Nao,0.0
S-109366,2025-05-09 15:00:00,,facebook,ads,ai_launch,1.21,Nao,0.0
S-109367,2025-05-29 08:00:00,L-7663,FB,ads,ai_launch,1.13,Nao,0.0
S-109368,2025-11-18 11:00:00,,FB,ads,,1.2,Nao,0.0
S-109369,2025-01-02 11:00:00,L-2752,instagram,ads,ai_launch,1.08,Nao,0.0
S-109370,2025-04-28 12:00:00,,tik tok,cpc,viral_trend,1.2,Nao,0.0
S-109371,2025-01-14 03:00:00,L-7979,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109372,2025-01-24 05:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109373,2025-06-15 13:00:00,,instagram,ads,ai_launch,1.93,Nao,0.0
S-109374,2025-01-17 01:00:00,,tiktok,cpc,viral_trend,1.2,Nao,0.0
S-109375,2025-01-22 17:00:00,,Google,cpc,search_brand,2.05,Nao,0.0
S-109376,2025-12-14 09:00:00,L-5081,google,cpc,search_brand,1.97,Nao,0.0
S-109377,2025-11-30 17:00:00,,google,cpc,search_brand,1.69,Nao,0.0
S-109378,2025-04-10 07:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109379,2025-08-10 16:00:00,,Google,cpc,search_brand,1.75,Nao,0.0
S-109380,2025-08-10 05:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109381,2025-03-09 01:00:00,L-4869,GOOGLE,organic,,0.0,Nao,0.0
S-109382,2025-06-22 05:00:00,,Google,cpc,search_brand,2.09,Nao,0.0
S-109383,2025-08-03 04:00:00,L-9112,Email,automation,welcome_flow,0.0,Nao,0.0
S-109384,2025-05-11 17:00:00,L-4128,instagram,ads,retargeting_v1,0.92,Nao,0.0
S-109385,2025-02-10 21:00:00,L-6737,TikTok,cpc,viral_trend,0.93,Nao,0.0
S-109386,2026-01-02 11:00:00,,tiktok,cpc,viral_trend,0.81,Nao,0.0
S-109387,2025-07-19 17:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109388,2025-04-27 21:00:00,,instagram,ads,ai_launch,1.66,Nao,0.0
S-109389,2025-03-28 08:00:00,,FB,ads,retargeting_v1,0.98,Nao,0.0
S-109390,2025-04-26 07:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109391,2025-06-04 17:00:00,,facebook,ads,retargeting_v1,1.25,Nao,0.0
S-109392,2025-09-03 07:00:00,L-3737,Meta Ads,ads,retargeting_v1,1.43,Sim,499.9
S-109393,2025-10-26 01:00:00,,meta,ads,ai_launch,1.85,Nao,0.0
S-109394,2025-07-06 20:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109395,2025-01-15 02:00:00,,Meta Ads,ads,retargeting_v1,0.92,Nao,0.0
S-109396,2025-12-03 23:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109397,2025-02-10 09:00:00,,Meta Ads,ads,ai_launch,1.26,Nao,0.0
S-109398,2025-04-21 05:00:00,,meta,ads,ai_launch,1.8,Nao,0.0
S-109399,2025-07-19 07:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109400,2025-11-26 02:00:00,,Google,cpc,search_brand,1.63,Nao,0.0
S-109401,2025-05-11 13:00:00,,instagram,ads,ai_launch,1.1,Nao,0.0
S-109402,2025-04-08 09:00:00,,TikTok,cpc,viral_trend,0.55,Nao,0.0
S-109403,2025-04-09 01:00:00,,facebook,ads,ai_launch,1.35,Nao,0.0
S-109404,2025-01-03 00:00:00,,FB,ads,ai_launch,1.3,Nao,0.0
S-109405,2025-07-03 10:00:00,,facebook,ads,ai_launch,1.09,Nao,0.0
S-109406,2025-10-30 20:00:00,, google,cpc,,2.05,Nao,0.0
S-109407,2025-02-02 05:00:00,,tiktok,cpc,viral_trend,0.51,Nao,0.0
S-109408,2025-08-08 06:00:00,,facebook,ads,ai_launch,1.47,Nao,0.0
S-109409,2025-05-12 05:00:00,,GOOGLE,cpc,search_brand,2.48,Nao,0.0
S-109410,2025-11-26 09:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109411,2025-03-15 21:00:00,,instagram,ads,ai_launch,1.5,Nao,0.0
S-109412,2025-06-05 19:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109413,2025-02-02 08:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109414,2025-04-23 20:00:00,L-9501,instagram,ads,ai_launch,1.51,Sim,99.9
S-109415,2025-04-16 16:00:00,L-2072,FB,ads,ai_launch,1.71,Nao,0.0
S-109416,2025-06-12 23:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109417,2025-03-23 06:00:00,,meta,ads,ai_launch,1.88,Nao,0.0
S-109418,2025-06-29 06:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109419,2025-01-25 04:00:00,,FB,ads,retargeting_v1,0.93,Nao,0.0
S-109420,2025-10-04 01:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109421,2025-07-02 03:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109422,2025-02-07 22:00:00,,facebook,ads,ai_launch,1.81,Nao,0.0
S-109423,2025-12-17 10:00:00,,instagram,ads,ai_launch,1.05,Nao,0.0
S-109424,2025-05-16 16:00:00,,FB,ads,ai_launch,1.03,Nao,0.0
S-109425,2025-12-19 14:00:00,,GOOGLE,cpc,search_brand,1.55,Nao,0.0
S-109426,2025-07-12 11:00:00,,TikTok,cpc,viral_trend,0.85,Nao,0.0
S-109427,2025-09-09 12:00:00,,Google,cpc,search_brand,2.47,Nao,0.0
S-109428,2025-07-08 07:00:00,L-9383,facebook,ads,,1.17,Nao,0.0
S-109429,2025-09-12 15:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109430,2025-05-30 13:00:00,,TikTok,cpc,viral_trend,0.97,Nao,0.0
S-109431,2026-01-28 13:00:00,,google,cpc,search_brand,2.39,Nao,0.0
S-109432,2025-11-02 20:00:00,L-9172,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109433,2025-12-29 12:00:00,,facebook,ads,ai_launch,1.39,Nao,0.0
S-109434,2025-06-14 13:00:00,,Meta Ads,ads,ai_launch,1.63,Nao,0.0
S-109435,2025-06-24 14:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109436,2026-01-20 00:00:00,,Google,cpc,search_brand,2.38,Nao,0.0
S-109437,2025-06-19 02:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109438,2025-03-08 07:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109439,2025-07-25 09:00:00,,gogle ,cpc,search_brand,2.38,Nao,0.0
S-109440,2025-08-21 21:00:00,L-6720,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109441,2025-01-20 06:00:00,,Google,cpc,search_brand,1.74,Nao,0.0
S-109442,2025-03-31 03:00:00,,meta,ads,ai_launch,1.72,Nao,0.0
S-109443,2025-01-16 16:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109444,2025-01-29 04:00:00,,instagram,ads,ai_launch,1.46,Nao,0.0
S-109445,2025-10-25 11:00:00,L-1499,facebook,ads,ai_launch,1.43,Sim,199.9
S-109446,2025-11-21 00:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109447,2026-01-13 13:00:00,L-2992,facebook,ads,retargeting_v1,0.85,Nao,0.0
S-109448,2025-02-19 00:00:00,,Meta Ads,ads,retargeting_v1,1.04,Nao,0.0
S-109449,2025-12-30 03:00:00,,google,cpc,,2.39,Nao,0.0
S-109450,2025-04-15 09:00:00,,instagram,ads,retargeting_v1,1.27,Nao,0.0
S-109451,2025-02-25 11:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109452,2025-10-08 09:00:00,,Meta Ads,ads,ai_launch,1.73,Nao,0.0
S-109453,2025-05-08 06:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109454,2025-09-02 02:00:00,L-5835,Google,cpc,search_brand,1.99,Nao,0.0
S-109455,2025-08-20 08:00:00,,facebook,ads,ai_launch,1.2,Nao,0.0
S-109456,2025-10-03 13:00:00,L-9746,instagram,ads,retargeting_v1,1.07,Sim,499.9
S-109457,2025-06-29 11:00:00,,Google,cpc,search_brand,1.98,Nao,0.0
S-109458,2025-03-07 17:00:00,L-3298, google,cpc,search_brand,1.78,Nao,0.0
S-109459,2025-10-31 03:00:00,,meta,ads,retargeting_v1,0.95,Nao,0.0
S-109460,2025-12-14 05:00:00,,FB,ads,retargeting_v1,1.19,Nao,0.0
S-109461,2025-11-03 16:00:00,,tik tok,cpc,viral_trend,1.19,Nao,0.0
S-109462,2025-12-26 10:00:00,,instagram,ads,ai_launch,1.81,Nao,0.0
S-109463,2025-01-28 22:00:00,,facebook,ads,ai_launch,1.07,Nao,0.0
S-109464,2025-09-26 17:00:00,,Meta Ads,ads,ai_launch,1.6,Nao,0.0
S-109465,2025-09-30 15:00:00,L-4468,instagram,ads,ai_launch,1.18,Nao,0.0
S-109466,2025-08-11 23:00:00,,FB,ads,ai_launch,1.73,Nao,0.0
S-109467,2025-08-28 03:00:00,, google,cpc,search_brand,2.42,Nao,0.0
S-109468,2025-08-02 02:00:00,,meta,ads,retargeting_v1,0.9,Nao,0.0
S-109469,2025-06-29 06:00:00,L-4213,gogle ,cpc,search_brand,1.63,Nao,0.0
S-109470,2025-05-30 10:00:00,,tik tok,cpc,viral_trend,1.07,Nao,0.0
S-109471,2025-10-18 22:00:00,,FB,ads,retargeting_v1,1.05,Nao,0.0
S-109472,2025-05-14 13:00:00,,Meta Ads,ads,ai_launch,1.72,Nao,0.0
S-109473,2025-08-15 01:00:00,,tiktok,cpc,viral_trend,0.84,Nao,0.0
S-109474,2025-02-17 01:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109475,2025-08-18 19:00:00,,FB,ads,ai_launch,1.34,Nao,0.0
S-109476,2025-12-08 19:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109477,2025-08-12 12:00:00,, google,cpc,search_brand,1.75,Nao,0.0
S-109478,2025-09-05 03:00:00,,Google,cpc,search_brand,2.03,Nao,0.0
S-109479,2025-04-25 06:00:00,,facebook,ads,ai_launch,1.78,Nao,0.0
S-109480,2025-12-26 17:00:00,L-7514,Google,cpc,search_brand,1.86,Nao,0.0
S-109481,2025-02-18 08:00:00,,facebook,ads,ai_launch,1.1,Nao,0.0
S-109482,2025-03-25 23:00:00,,instagram,ads,ai_launch,1.15,Nao,0.0
S-109483,2025-01-31 18:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109484,2025-12-23 10:00:00,L-2049, google,cpc,search_brand,2.0,Nao,0.0
S-109485,2025-03-14 21:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109486,2025-05-09 19:00:00,,tiktok,cpc,viral_trend,0.83,Nao,0.0
S-109487,2025-03-20 21:00:00,,e-mail,automation,welcome_flow,1076.86,Nao,0.0
S-109488,2025-11-06 07:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109489,2025-01-02 02:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109490,2026-01-11 16:00:00,,facebook,ads,retargeting_v1,1.35,Nao,0.0
S-109491,2025-08-09 08:00:00,, google,cpc,search_brand,1.9,Nao,0.0
S-109492,2025-02-11 00:00:00,,Google,cpc,search_brand,2.38,Nao,0.0
S-109493,2025-01-15 14:00:00,L-4211,Meta Ads,ads,ai_launch,700.56,Nao,0.0
S-109494,2025-04-05 23:00:00,,Meta Ads,ads,ai_launch,1.71,Nao,0.0
S-109495,2025-01-14 04:00:00,,instagram,ads,retargeting_v1,0.95,Nao,0.0
S-109496,2025-09-23 16:00:00,,GOOGLE,cpc,search_brand,2.2,Nao,0.0
S-109497,2025-08-04 15:00:00,,Meta Ads,ads,ai_launch,1.16,Nao,0.0
S-109498,2025-09-25 21:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109499,2025-07-03 04:00:00,,meta,ads,retargeting_v1,0.84,Nao,0.0
S-109500,2026-01-08 06:00:00,L-3246,FB,ads,retargeting_v1,1.3,Nao,0.0
S-109501,2025-11-03 16:00:00,L-1529,tiktok,cpc,viral_trend,0.99,Nao,0.0
S-109502,2025-02-18 20:00:00,,gogle ,cpc,search_brand,2.23,Nao,0.0
S-109503,2025-11-24 14:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109504,2025-07-31 15:00:00,,Google,cpc,search_brand,1.64,Nao,0.0
S-109505,2025-03-26 03:00:00,L-7629,Meta Ads,ads,retargeting_v1,1.04,Sim,499.9
S-109506,2025-02-19 21:00:00,,Google,cpc,search_brand,1.5,Nao,0.0
S-109507,2025-11-27 12:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109508,2025-11-03 04:00:00,,meta,ads,ai_launch,1.83,Nao,0.0
S-109509,2025-09-20 06:00:00,L-3084,FB,ads,retargeting_v1,1.13,Nao,0.0
S-109510,2025-05-29 00:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109511,2025-05-01 07:00:00,,tik tok,cpc,viral_trend,1.07,Nao,0.0
S-109512,2025-09-01 23:00:00,,GOOGLE,cpc,search_brand,2.2,Nao,0.0
S-109513,2025-03-31 07:00:00,L-5154,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109514,2025-09-04 01:00:00,,google,cpc,search_brand,1.65,Nao,0.0
S-109515,2025-11-23 02:00:00,,instagram,ads,retargeting_v1,1.43,Nao,0.0
S-109516,2025-01-22 14:00:00,L-4560,Meta Ads,ads,ai_launch,1.9,Nao,0.0
S-109517,2025-11-30 20:00:00,L-2702,gogle ,cpc,search_brand,1.81,Nao,0.0
S-109518,2026-01-22 04:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109519,2025-09-24 19:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109520,2025-03-05 04:00:00,,Google,organic,,0.0,Nao,0.0
S-109521,2025-03-26 16:00:00,,Google,cpc,search_brand,1.97,Nao,0.0
S-109522,2025-10-30 20:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109523,2026-01-05 10:00:00,L-7189,TikTok,cpc,viral_trend,0.94,Nao,0.0
S-109524,2025-09-17 20:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109525,2025-01-14 15:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109526,2025-02-08 01:00:00,,meta,ads,ai_launch,1.57,Nao,0.0
S-109527,2025-05-21 19:00:00,,TikTok,cpc,viral_trend,0.79,Nao,0.0
S-109528,2025-04-09 21:00:00,,Meta Ads,ads,ai_launch,1.32,Nao,0.0
S-109529,2025-05-27 12:00:00,, google,cpc,search_brand,2.43,Nao,0.0
S-109530,2025-01-29 20:00:00,L-1665,Google,cpc,search_brand,2.45,Nao,0.0
S-109531,2025-05-09 05:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109532,2026-01-01 20:00:00,,instagram,ads,ai_launch,1.53,Nao,0.0
S-109533,2025-04-28 18:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109534,2026-01-25 02:00:00,,tik tok,cpc,viral_trend,0.71,Nao,0.0
S-109535,2025-10-15 14:00:00,,facebook,ads,ai_launch,1.66,Nao,0.0
S-109536,2025-01-20 23:00:00,L-3312,tik tok,cpc,viral_trend,0.72,Nao,0.0
S-109537,2025-03-26 19:00:00,,tik tok,cpc,viral_trend,1.04,Nao,0.0
S-109538,2025-11-13 02:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109539,2026-01-23 21:00:00,,instagram,ads,ai_launch,1.79,Nao,0.0
S-109540,2026-01-20 11:00:00,,tiktok,cpc,viral_trend,0.98,Nao,0.0
S-109541,2025-01-26 06:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109542,2025-06-07 22:00:00,,facebook,ads,ai_launch,1805.52,Nao,0.0
S-109543,2025-11-01 20:00:00,,facebook,ads,ai_launch,1.33,Nao,0.0
S-109544,2025-10-13 08:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109545,2025-08-22 18:00:00,,google,cpc,search_brand,2.02,Nao,0.0
S-109546,2025-08-29 02:00:00,,gogle ,organic,,0.0,Nao,0.0
S-109547,2025-03-13 01:00:00,,tiktok,cpc,viral_trend,0.75,Nao,0.0
S-109548,2025-08-29 05:00:00,L-8408,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109549,2025-07-06 15:00:00,,google,cpc,search_brand,1.89,Nao,0.0
S-109550,2025-10-28 09:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109551,2025-05-08 09:00:00,,Google,cpc,search_brand,1.65,Nao,0.0
S-109552,2025-10-11 08:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109553,2025-11-27 04:00:00,,FB,ads,ai_launch,1.28,Nao,0.0
S-109554,2025-11-23 03:00:00,L-5509,Email,automation,welcome_flow,0.0,Sim,299.9
S-109555,2025-09-09 13:00:00,,Meta Ads,ads,ai_launch,1.54,Nao,0.0
S-109556,2025-06-13 21:00:00,,tiktok,cpc,viral_trend,1.09,Nao,0.0
S-109557,2025-04-27 07:00:00,,Meta Ads,ads,ai_launch,1.08,Nao,0.0
S-109558,2026-01-17 19:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109559,2025-11-09 23:00:00,,instagram,ads,ai_launch,1.27,Nao,0.0
S-109560,2025-10-26 10:00:00,,facebook,ads,,0.98,Nao,0.0
S-109561,2025-04-09 02:00:00,,Meta Ads,ads,ai_launch,1.31,Nao,0.0
S-109562,2026-01-22 18:00:00,,tik tok,cpc,viral_trend,0.56,Nao,0.0
S-109563,2025-11-09 20:00:00,L-7410,facebook,ads,ai_launch,1.85,Nao,0.0
S-109564,2025-02-04 16:00:00,,meta,ads,ai_launch,1.01,Nao,0.0
S-109565,2025-03-10 22:00:00,L-8983,meta,ads,ai_launch,1.3,Nao,0.0
S-109566,2025-07-07 00:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109567,2025-02-25 08:00:00,,gogle ,cpc,search_brand,2.3,Nao,0.0
S-109568,2025-06-06 10:00:00,,gogle ,cpc,search_brand,1.58,Nao,0.0
S-109569,2025-02-20 14:00:00,L-9913,facebook,ads,retargeting_v1,1.2,Nao,0.0
S-109570,2025-04-11 22:00:00,,facebook,ads,ai_launch,1.19,Nao,0.0
S-109571,2025-09-04 09:00:00,,google,cpc,search_brand,892.38,Nao,0.0
S-109572,2025-05-16 06:00:00,L-3009,facebook,ads,ai_launch,1591.87,Sim,499.9
S-109573,2025-12-04 06:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109574,2025-08-10 03:00:00,,FB,ads,ai_launch,1.26,Nao,0.0
S-109575,2025-05-24 14:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109576,2026-01-26 11:00:00,,FB,ads,ai_launch,1.45,Nao,0.0
S-109577,2025-08-21 00:00:00,, google,cpc,search_brand,2.19,Nao,0.0
S-109578,2025-07-14 04:00:00,, google,cpc,search_brand,2.07,Nao,0.0
S-109579,2025-01-08 06:00:00,,tik tok,cpc,viral_trend,1.2,Nao,0.0
S-109580,2025-08-07 03:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109581,2025-11-20 20:00:00,,facebook,ads,retargeting_v1,1.16,Nao,0.0
S-109582,2025-10-06 20:00:00,,Meta Ads,ads,ai_launch,1.52,Nao,0.0
S-109583,2025-03-18 14:00:00,,GOOGLE,cpc,search_brand,2.17,Nao,0.0
S-109584,2025-05-08 11:00:00,L-4375,instagram,ads,retargeting_v1,1.39,Nao,0.0
S-109585,2025-05-02 20:00:00,L-7353,Meta Ads,ads,ai_launch,1.92,Nao,0.0
S-109586,2025-03-29 08:00:00,L-4193,instagram,ads,,1.43,Nao,0.0
S-109587,2026-01-05 16:00:00,,FB,ads,,1.86,Nao,0.0
S-109588,2025-11-30 10:00:00,,facebook,ads,ai_launch,1.55,Nao,0.0
S-109589,2026-01-28 20:00:00,,TikTok,cpc,viral_trend,0.51,Nao,0.0
S-109590,2025-12-31 04:00:00,, google,cpc,search_brand,1.94,Nao,0.0
S-109591,2025-09-02 22:00:00,,instagram,ads,ai_launch,1.97,Nao,0.0
S-109592,2025-10-29 11:00:00,,Google,cpc,search_brand,2.13,Nao,0.0
S-109593,2025-07-18 14:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109594,2025-03-28 15:00:00,,FB,ads,ai_launch,1.82,Nao,0.0
S-109595,2025-12-12 15:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109596,2025-12-31 09:00:00,,Google,cpc,search_brand,1.94,Nao,0.0
S-109597,2025-07-23 23:00:00,,Meta Ads,ads,retargeting_v1,1.03,Nao,0.0
S-109598,2025-08-08 13:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-109599,2025-12-03 14:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109600,2025-03-26 14:00:00,,Meta Ads,ads,ai_launch,1.32,Nao,0.0
S-109601,2025-08-24 17:00:00,,google,cpc,search_brand,2.23,Nao,0.0
S-109602,2025-07-20 10:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109603,2026-01-12 06:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109604,2025-09-09 03:00:00,,gogle ,cpc,search_brand,1.62,Nao,0.0
S-109605,2025-07-19 01:00:00,,instagram,ads,ai_launch,1.83,Nao,0.0
S-109606,2025-07-20 11:00:00,,facebook,ads,ai_launch,1.75,Nao,0.0
S-109607,2025-04-02 15:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109608,2025-01-01 17:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109609,2025-09-22 23:00:00,,Meta Ads,ads,ai_launch,1.12,Nao,0.0
S-109610,2025-03-14 14:00:00,,tiktok,cpc,viral_trend,0.65,Nao,0.0
S-109611,2025-06-27 06:00:00,L-6450,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-109612,2025-07-29 15:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109613,2025-06-07 09:00:00,,google,cpc,search_brand,1.85,Nao,0.0
S-109614,2025-10-28 12:00:00,, google,cpc,,2.2,Nao,0.0
S-109615,2025-10-16 19:00:00,,tiktok,cpc,viral_trend,0.95,Nao,0.0
S-109616,2025-11-04 11:00:00,, google,cpc,search_brand,2.45,Nao,0.0
S-109617,2025-06-20 16:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109618,2025-04-02 20:00:00,,FB,ads,ai_launch,1.2,Nao,0.0
S-109619,2025-11-04 03:00:00,L-8466,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109620,2025-04-27 15:00:00,,Meta Ads,ads,ai_launch,1.33,Nao,0.0
S-109621,2025-04-19 16:00:00,L-7101,email,automation,welcome_flow,0.0,Nao,0.0
S-109622,2025-04-14 09:00:00,L-4969,Google,cpc,search_brand,1.84,Nao,0.0
S-109623,2026-01-18 08:00:00,L-3609,FB,ads,retargeting_v1,1.43,Sim,299.9
S-109624,2025-09-04 02:00:00,, google,cpc,search_brand,1.98,Nao,0.0
S-109625,2025-10-14 01:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-109626,2025-07-06 13:00:00,,TikTok,cpc,viral_trend,1.17,Nao,0.0
S-109627,2025-12-08 04:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109628,2025-02-26 11:00:00,L-3123,instagram,ads,retargeting_v1,0.94,Nao,0.0
S-109629,2025-05-27 11:00:00,,meta,ads,retargeting_v1,1.14,Nao,0.0
S-109630,2025-06-12 04:00:00,,Meta Ads,ads,ai_launch,1.08,Nao,0.0
S-109631,2025-01-06 03:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109632,2025-10-17 22:00:00,,instagram,ads,retargeting_v1,1.05,Nao,0.0
S-109633,2025-12-06 09:00:00,,facebook,ads,ai_launch,1.16,Nao,0.0
S-109634,2025-04-25 04:00:00,,FB,ads,ai_launch,1.45,Nao,0.0
S-109635,2025-12-03 23:00:00,,Meta Ads,ads,retargeting_v1,1.08,Nao,0.0
S-109636,2025-09-21 15:00:00,,GOOGLE,cpc,search_brand,2.19,Nao,0.0
S-109637,2025-07-14 10:00:00,L-8824,instagram,ads,ai_launch,1.78,Nao,0.0
S-109638,2025-02-20 21:00:00,L-4751,email,automation,welcome_flow,0.0,Nao,0.0
S-109639,2026-01-05 20:00:00,,facebook,ads,ai_launch,1.66,Nao,0.0
S-109640,2026-02-05 03:00:00,,instagram,ads,,1.25,Nao,0.0
S-109641,2025-08-06 07:00:00,L-2667, google,organic,seo_blog,0.0,Nao,0.0
S-109642,2025-08-23 23:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-109643,2025-06-08 00:00:00,L-1968,Google,cpc,search_brand,1.9,Sim,299.9
S-109644,2025-02-09 17:00:00,L-3984,google,cpc,search_brand,1.66,Nao,0.0
S-109645,2025-06-14 07:00:00,,Meta Ads,ads,ai_launch,1.01,Nao,0.0
S-109646,2025-11-05 11:00:00,,tik tok,cpc,viral_trend,0.67,Nao,0.0
S-109647,2025-06-30 10:00:00,,tiktok,cpc,viral_trend,1.09,Nao,0.0
S-109648,2025-06-10 18:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109649,2025-10-31 10:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-109650,2025-01-25 19:00:00,,FB,ads,ai_launch,1.86,Nao,0.0
S-109651,2025-08-01 02:00:00,,instagram,ads,ai_launch,1.54,Nao,0.0
S-109652,2025-09-05 08:00:00,,google,cpc,search_brand,2.36,Nao,0.0
S-109653,2026-01-05 00:00:00,,instagram,ads,retargeting_v1,1.39,Nao,0.0
S-109654,2025-10-06 11:00:00,,gogle ,cpc,search_brand,1.7,Nao,0.0
S-109655,2025-11-13 20:00:00,,gogle ,cpc,search_brand,2.41,Nao,0.0
S-109656,2025-04-11 00:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-109657,2025-10-04 01:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-109658,2025-07-12 05:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-109659,2025-05-23 16:00:00,,meta,ads,ai_launch,1.89,Nao,0.0
S-109660,2026-01-02 14:00:00,,Google,cpc,,1.56,Nao,0.0
